cluster_id,summary,original_reviews
39,"the micro design was not required for my unit, but gives you flexibility for cell phones, etc. good buy good value for the money, would recommend having always around for all photo or film devices.","['good price, excellent for my camcorder. the micro design was not required for my unit, but gives you flexibility for cell phones, etc. good buy', 'good value for the money, i would recommend having always a few of these around for all photo or film devices', 'hopefully these will get cheaper but worth every cent to have more recording time i used 5 of these for christmas work great and you have good eyes !!!']"
40,"the sandisk ultra 32 gb microsdhc memory card doubles the memory of my new galaxy. the card is fast, i use it in my note 2 galaxy, and plays music while taking pictures constantly - and writes's notes with no lag or tutter at all'","['the sandisk ultra 32 gb microsdhc memory card is a good value for the money. it doubles the memory of my new samsung galaxy s3 and there is no perceptible delay between access to the card and built in memory.', 'i got two of these cards for under 40 ea on small business saturday and it was worth every penny. the card is fast, i use it in my note 2 galaxy s4 and i play music while taking sending pictures constantly as well as writing s notes with no lag or stutter at all. this automatically gives you enough storage for whatever you should need, no need to ever buy a phone with the most memory because a 16gb version or whatever the lowest version available is can instantly have 64gb, just make sure it has expandable memory! sandisk may have won me over since i always bought samsung kingston memory, would definitely buy this again!']"
41,"gf wanted music on here phone so she got her this, she hasn't put any music yet. the adapter works in my computer and printer.","[""formatted in computer, popped in phone and bingo bango bob's your uncle. phone recognized right away and i had music transferred in minutes."", 'i picked this up as a deal of the day. no issues at all. put it in my phone, and then connected the phone galaxy s4 to the computer and dropped music and pictures in the folder and everything was quick and easy!', ""moved my music library for phone car use.easy to set up and reliable.the drivers didn't like my older laptop so i had to work around it any teen can tell you how to do so with only a slight roll of the eyes."", 'my gf wanted music on here phone so i got her this, she hasnt put any music on her phone yet so i cant say how well or not this works, but the phone recognized it and its been sitting in there for a couple months now.', 'popped this into my samsung galaxy s4 right out of the box. no issues whatsoever. have saved music, movies, photos, etc, with no issue. the adapter works in my computer and printer.', 'i bought one for my daughter and one for my daughter in law they inserted them into their phones and transferred their itunes to their galaxy s2 and s3 phones.', 'got this super cheap works great in my phone, now if i could figure out how to put music on the phone']"
42,the 64gb is 20 far faster than 34 stock 34 memory cards. it is a great memory card for u.s. users who want to use it for their own devices if they want it - i would definitely recommend it to sailors and friends. the ur card is the fastest and fastest card ever.,"['fast and lots of storage, not a flimsy card either. fells like its build tough. i would definitely recommend this to a friend. side note, if your device supports it and you can afford it, get the 64gb. youll appreciate never changing out ur card.', 'not bad, i doesnt feel any quicker than a normal 32gb card. and you only get 27gb of storage. 20', 'far faster than 34 stock 34 memory cards, and plenty of speed to boot.for my usage it is more than enough to cover what i need, sure it may not be the absolute fastest memory card in existence, but at under a dollar a gb, it handles my basic needs with ease.', 'this 32gb card is fast. great for storing video and music and whatever you need to do without worry. it is plenty large and the price is very reasonable.', 'the data speeds are kinda slow but i am enjoying this card and thinking of buying a 64gb, nice buy.', 'very fast memory card. excellent price here on amazon as well. it still amazes me that this little fingernail sized memory card can hold 1600x more data then the hard drive of my first computer. highly recommended.', ""this is pretty cheap i wish the 64gb one had been on sale but this one was priced at about 11 dollars so i can't argue. i have this in my nokia lumia 1520 and there is no lag i love this card should have purchased more.""]"
43,the htc vivid is a memory card 30mb s with adapter. the system recognized it right off the bat! simple and easy to format the disk and then encrypting it was an easy snap!,"['works in a htc rezound. was running short of space on a 64gb sandisk so i ordered this when it came out, fast and no issues.', 'i just received my card, it is the class 10 64gb with the correct serial sdsdqua 064g a11a. i received it in an unopened sandisk packaging. i am going to use it on my htc rezound, i hope it works. from what i have read, it will work after reformatting the disk. i will update this review if i have any issues using it, if not, my rating will remain unchanged...', ""my previous card was a sandisk 32gb class 4 card. this card's speed is about 3x faster! now i can put more music and movies to my hearts content! the only thing about this that i can say is a negative is that in order for my htc sensation 4g to recognize it, i had to reformat the card, even though the packaging says it's android compatible. it even has the mighty green andy the android on it! lol but after formatting the card in windows 7, i was able to use it in my phone. i didn't use the fat32 utilities so i cannot remark about those formatting procedures.oh and i forgot to add the first card that was sent didn't work at all. the card didn't try to format. amazon sent me one overnight without charge! well i had to return the bad one of course, but the process couldn't be easier. the card was actually backordered a few weeks because of the deal of the day amazon had on the card, which i purchased under as well...this card is authentic, came in sandisk packaging and is indeed a class 10 card."", ""this item works exactly as advertised! those negative reviews for this product must be from people who mistakenly reviewed the wrong product or don't know what they have. this sandisk ultra 32gb sdhc micro sd card is truly a class 10, and works fine in my htc phone!"", 'sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card 30mb s with adapter sdsdqua 064g u46a fits very nicely in the htc vivid and the system recognized it right off the bat! simple and easy to format the disk and then encrypting it was a snap as well. there are many reviews on the internet about this product possibly not working in the htc vivid....i am a believer in doing the research and reading the reviews. it works like a champ and the price was reasonable on amazon!']"
44,"amazon credited the old sd card and so far this one is working as expected. the sale is over, of course, and he've not been able to find them at retail stores - but they're not cheap at stores. i was surprised at the price and quality.","['great price for 32gb sd card it was delivered on time and i got it download from my previous sc card with out any problems. great shopping for electronic stuff at amazon.', 'great price on the 64gb mircosd card... my boyfriend has had it in his galaxy note 2 for the past few months.. and i just got a note 2 and just bought another one for my phone!', 'always the worry that an sd card is a fake, even at retail stores. but no issues here and the price is great.', 'the price for this 64gb micro sd card is excellent compare to retail. the card is reliable with no issues at all. i bought one for my samsung note 8 tablet and samsung galaxy s4!', ""pretty good price, great performance! i've been using micro sd cards for years, tried many brands mostly cheaper. there is a reason they've been around and will continue to be!"", 'great great deal!!!! i bought this for a really good price 25 after i bought my brand new galaxy s4. i looked in stores and found the same micro sd card selling for 60 80. this works straight out of the box and i have had no issues at all with it. buy it now!', 'good price for a good size micro sd. not the fastese card that i have used but for the price i am satisfied.', 'great price for a fast large micro sd card! recieved it super fast too! works perfectly with my droid 4! verizon wanted 50 for a class 4 card like this.', 'what they charge at retailers for sd cards is ridiculous. i always order via amazon, and never a dissapointment! great sd card, works great, as expected.', ""best price i could find for a high quality micro sd for my samsung s4 cell phone. every store in the area charged crazy prices for lesser quality cards. don't even think of buying any sort of card from your cell phone service provider. they are the worst ! amazon all the way for cell phone accessories. items like cases, screen protectors , micro sd memory cards."", 'the price is reasonable, quick 2 day delivery with amazon prime, i had to return a 32 gb drive because of malfunction, amazon took care of me right away, credited the old sd card and so far this one is working as expected, be sure to format this sd card to your device before using so it recognizes your device that you are using it in.', 'i was surprised at the price and quality. it works great and have not had any problems. i recommend this for anyone needed a micro sd card.', 'good price on this big micro sd card. works with my samsung galaxy s5 great.', ""the price was great. since this is an sdxc class 10 card,i expected pretty decent write speeds. i copied about 30gb of data from my computer hd to this card and it took over 8 hours.of course, since that was a one time thing, i didn't really mind. it works great in my microsoft surface pro. i just cannot believe that i could find a 64gb micro sdxc card for under 50. the sale is over, of course, and i've not been able to find them this cheap since.i would buy another one if it were comparably priced."", 'good price. works as expected. nothing much more to say abt a microsd card honestly. the frustration free packaging is really good. definitely better than the retail packaging.', 'with the black friday discount the price is great. i got free shipping by bundling other items to meet over 35 free shipping. comes in sandisk package so it is nice to know it is not a black market knockoff. i bought 2 of these babies.']"
45,"micro sd hc is great at transfering files from a computer. but it worked great for copying video files, placing the same thing into my led tv has an usb port and watching them from there. it's fast but not hyped as super speedy because it doesn't need to be it is good for","[""it's a micro sd hc, stores files, and is great at it.i don't really know enough about these kinda things to go into details of how fast it is at transfering files.but it worked great for copying video files from my computer, placing the same thing into my led tv has a usb port and watching the files from there. 8gb video files would play perfectly fine. perhaps that's saying enough about it? worth the money!"", ""a good size and good price for a small camera or phone that takes micro sd memory this is fast but not hyped as aiiiigh super speedy because it doesn't need to be it's good for all the standard usages of your average consumer photos, ringtones, games, lightweight video, etc ."", 'i love this micro sd because i used it as my main memory phone mostly because the galaxy s4 it comes with a 9gb of free space. so i can pretty much just enjoy this ultra 64gb for music, photos and movies but not for apps because my phone is not compatible with moving apps to the sd it stills works for other phones but not this one. i have to say this is one of the fastest micro sd i ever bought recommended a lot.', 'very fast and reliable this sd gives my gs4 so much more ability. but i am thinking about buying the 64gb so keep that in mind 32gb will fill up kinda fast if you shoot lost of photos and videos.', ""this is the best micro memory for an android phone! it's very fast running as fast as 38mb s. the 30gb was a splurge but if you have movies or videos on your phone than this is perfect! amazing product!p. s. do not get the ultra mobile version of this, it's slower than this one""]"
46,this 64 gb worked like a charm. now there is plenty of storage space for videos and music. i bought this to go with my samsung tab 2 7.0 tablet.,"['bought from bestbuy online the day it was announced. i have tested in my sony xperia z ultra and my 12inch samsung pro tablet.both work fine. shows 119gb available. only issue i have is that i paid 199.99 for it best buy will most likely match this though.', 'bought this to go with my samsung tab 2 7.0 tablet. even though the tablet indicates that it can only take up to a 32gb card. this 64 gb worked like a charm. now there is plenty of storage space for videos and music. recommended']"
47,"this works perfect in my dell venue 8 pro and works perfectly. no complaints, ordered it to put into a new tablet, plugged it in and it worked - nuff said!","['this works perfect in my dell venue pro 8. all i had to do was to reformat the card before using it.', 'got this for the dell venue 8 pro and it works perfectly. no complaints. here are more words to complete my review.', 'not much to say about this, ordered it to put into my new dell venue 8 pro tablet, plugged it in and it works as advertised. nuff said!', 'works great with a dell venue 8 pro.', ""i installed this item into my dell venue 8 pro and it has worked just fine at housing my programs. i'm very happy with this device."", 'what can i say. plugged it in and it worked.dell venue 8 tablet.have always had good luck with sandisk brand.', 'does a good job at a nice price. i like this. it came on time and fits well in my dell venue pro', ""so far working great, i'm using on my dell venue 8 pro and is working fine, no issues"", 'i used this product with my dell venue 8 pro. after a couple months of use, it stopped letting me add new files or delete old ones.i tried reformatting and wiping the disk, but nothing worked. since the vast majority of the reviews appear to be positive, i assume i just got a bad one.']"
48,the card works as advertised and allows files to be stored on this memory instead of tablets memory. the faster card can easily double this price.,"['i bought this for my dell venue pro 8 64 gb so that it would boost the memory to 128 gb. it is super easy to use, great shipping and i got it very quickly.', 'purchased to add to the memory for my windows 8.1 tablet dell venue pro and it works like a charm! also, i shopped aroundand it was the best price i found!', 'i bought this product in order to use with my dell venue 8 pro tablet. it works as advertised and allows files to be stored on this memory instead of tablets memory. i re formatted it to use ntfs mode and have not noticed any problems.ds', ""i've been using this card on my venue pro 8 without any issues. i used primarily to store photos and videos. the card is reliable but not fast. data transfers on windows range from 15 to 20mb s. that speed is sufficient for most purposes. i got my card at 32 which is s good deal. a faster card can easily double this price."", ""it is a good card and does the job well. now i am going to have to fill in this space as there isn't much else to say about this. using this as expansion for dell venue 8 pro. now have almost 64g of open capacity on the tablet."", 'i was surprised to see the main drive in my dell venue pro 8 was almost completely consumed by the windows os. i added this card to create some space for myself. the tablet recognized it as an additional disc with 29gb available. that gives me plenty of breathing room for what i do with the tablet, and the speed is incredible. i am very pleased with this product, and will purchase another one when i upgrade the card in my gopro this summer.', ""i purchased this for my dell venue 11 pro, which effectively doubled it's storage capacity. installation was simple and the card has worked flawlessly since i installed it. great price, great performance, no headaches. been going for a couple months now with no issues.""]"
49,"update 3 21 14i've had this for a few months and have had zero issue's since it was transferred from my s3 to my note3 and into. i bought this card when he got my notes 2 back in october, it is perfect and fast. no problems in any way and fully compatible with my","[""this think has worked out great.had a diff. bran 64gb card and if went south after 3 months.this one has held up pretty well since i had my s3, now on my note3. update 3 21 14i've had this for a few months and have had zero issue's since it was transferred from my s3 to my note3 and into a note2. this card is reliable and solid!cheers!"", 'i bought this card when i got my note 2 back in october, it is perfect and fast. no problems in any way and fully compatible with my device.update 1 15 14 i bought a second card for my note 3 and it it excellent. the frustration free packaging was much appreciated from the other packing last year. my first original card got corrupted when i put it in an old feature phone but i am confident it had nothing to do with the card in any way. i have tested these cards with the galaxy note 2, note 3, note 10.1 2014 and tab 3 7 and they all read the card no problem. i have been extremely satisfied so far.', 'works great in my note ii. no issues. reads and writes fast. no corrupted files and my note ii had no issues reading this card. my friend bought an off brand card because it was cheaper and every so often he gets a 34 card not found 34 error. good buy.', ""no problems in my note 2. slid what i wanted from the original 16 gb card on to this and couldn't even tell anything had changed. i mean that in a good way."", 'almost a year with this card and no problems so far. i used first with my gn 2 and now with my note 10 2014 edition. fingers crossed.']"
50,the problem is that it broke within 8 months with all my data in there. speed and capacity are fine. no problems.,"['great speeds and reliable so no complaints here! has lasted a few months now in my smartphone which is longer than some other knockoff brands that i have received.', 'use it on my phone and have some apps installed don it and the speed is great, havent had any issues with the brand before and noe still today!!!', 'so far so good works as described and on my lg motion 4g android smartphone. speed is pretty good too even though it reverts back to class 10 on this phone.', 'bought it for my lg l9 android phone and in the phone it stayed. speed is average. the problem is that it broke within 8 months with all my data in there.', 'great speed, great capacity, great price, and fits great in my htc evo design 4g android phone. i recomend it.', 'was using it for my tablet before i decided to switch to my phone.so far so good its really fast', ""what's not to like, works with my nexus. speed and capacity are fine. no problems. good quality and i'd recommend""]"
51,fast and reliable. works in my android tablet 7.0 with no problems. setup was no problem. good fit for my asus tf700.,"['fast and reliable. well worth the price. works in my android tablet 7.0 with no problems. setup was no problem.', 'fast and reliable. have worked with it for around 2 months now and nothing to complain about.good fit for my asus tf700']"
52,the only reason i didn't give it a 5 star rating was because it actually only had 29gb of space instead of 32. it came with the converter to change it to sd card. no issues with either. this has really just been used to store extra files and pass between computers.,"['love this 32gb micro sd card. i put it in my samsung galaxy note phone. i just returned from a 3 day trip where i used it as my camera video recorder. i kept it on hd quality the whole time. no problems at all. the only reason i did not give it a 5 star rating was because it actually only had 29gb of space instead of 32. if that is the norm then please excuse my ignorance!', ""this has really just been used to store some extra files and pass between computers. it came with the converter to change it to a standard sd card. no issues with either. it always amazes me how so much data can be stored in such a small space. anyway, it will get more use in the next month. i'm planning on upgrading phones and will knock it down a star if it seems to slow to record video to. so if you just see 5 stars, it means i am lazy and the disk is still good."", ""i was able to use this microsd card with my samsung galaxy s3. i just had to format it when it was in the phone. the only reason not a 5 star is that it's not as fast as the more expensive versions."", ""it feels odd to give 5 stars to something that disappeared into a piece of electronics, but to be fair, it works as promised, and there is nothing wrong with it. i use it to store the digital map for my garmin 810 bike gps computer. the file is about 4gb in size. the map loads quickly in the garmin, and i have not had a problem with entering a bike route or navigating one. i have taken it out twice, a 42 mile ride and a 60 mile ride, and it worked flawlessly both times. 'nuff said."", ""i give this memory card a 5 star because it works like a charm easy to use plug and play. the packaging is easy to open so you don't have to worry about damaging the card itself . slipped it right in my samsung galaxy s 3 maxing out the card slot with this sandisk 64gb but it only displays 59.47gb its stable and fast works really good. didn't have to format anything or do any extra steps to use it. i recommend this to everyone"", 'the only reason i give one star is that i cant give zero stars.just lost all my files in the sd in my s3. i cant believe i trust my valuable information in this company. avoid this item. dont recommend it.']"
53,"the card was in amazon frustration free packaging, but it was not counterfeit. it's still ok to buy 'false' cards from amazon if they're not sold in the store, and they are still available for sale despite the price tag of the 64gb card.","['was worried about some articles saying to use 2 x 32gb cards instead but this 64gb card worked out fine for me but was scared when the camera got real hot the first time around.', 'the 64gb version does not seem as reliable as the lower gb versions. i have had to reformat this card twice .. a real nuisance. when its working .. it does well.', 'with that said, there has been some skepticism related to the serial number of the card as it is displayed on amazon. i can confirm that i received a brand new 64 gb card with the serial sdsdqua 064g u46a.', ""the 64gb card i purchased actually contains 4gb of flash memory and some kind of hack that causes it to appear as a 64gb drive in various drives and readers. of course, this took me a while to figure out since i only just got around to copying more than 4gb of data to the card, but with some testing i have nonetheless discovered this to be the case.the card i bought was in amazon frustration free packaging. i don't know if cards purchased that way are less likely to be counterfeit than retail packaged versions, but i suspect that i will stick with manufacturer packaging from now on."", ""i wanted a 64gb card for my samsung galaxy note ii. i've learned my lesson about buying from that well known auction site we all know, and getting fake cards there. i've always had good experiences buying memory cards from amazon, and always got genuine stuff. this card was recognized by my phone right away, mounted, and formatted perfectly. i have a ton of music on it, and some videos, and still have about 12 gb free. i feel like i got my money's worth!""]"
54,the 64 gbe mirosd card is incredibly good for cellphones and storage space is immense for those like me that need it.,"['i have been looking for a 64gb memory card and i found one at our local electronics store but it was over 100. i logged onto amazon.com and found this at a great price. why pay more when you can come to amazon and get it for less.', 'i purchased four 4 items from amazon and when i opened the box my 32gb memory card was missing. so rating this product is truly impossible', 'if price is also double of 64 gb card, then it goes straight to my shopping cart. otherwise it will remain in my wish list.', 'this was an exceptional deal...especially since they actually sent me a 64gb card instead of a 32gb. price is right.', 'nice deal on the 64gb mirosd card. these are ideal for cellphones and the storage space is immense for those like me that need it. just wish the price was lower for the 128gb ones.', ""my review is a little backwards 8230 but i thought the most relevant should go first.warning only buy this card on sale!the typical price since summer 2013 is about 24 for 32 gb, and about 48 for 64 gb. do not pay any more than this, and you can actually pay less if you have the luxury of time patience.the lowest non lightning price hit about 18.00 for 32gb and 35 for 64gb, in early december. i basically buy when the price hits 20 or less, and the 64 nears 40.00.from december 2013 to january 2014, i watched these cards change price on an almost daily basis. they initially went on sale for about 17.95 and 34.95 for 32 and 64 respectively. i watched them slowly increase in price, with random dips and peaks for a month. on january 6th 2014, they still show as a 34 best deal on amazon 34 for 34 7 more days 34 but they are at the highest price point since last summer and higher than i have ever payed for these cards! so don't let the 34 best deals 34 section deceive you, at 27 50, these are not a 34 deal 34 in terms of price.okay, here's my actual 34 review 34 of these absolutely great sdxc cards. i have tried a variety of microsdxc cards, and so far the samsung ultra uhs1 are the best and the price can't be beat for all the most important reasons speed, capacity, reliability, durability.i have not had a single failure, and i use these cards in my nook hd , nexus 7 2013 via usb and my canon 5d mark ii with converter and macbook pro in the card slot . they're durable and waterproof, and i can use the same card in all these devices without reformatting. i even had one go through the wash, and i still use it for pictures.for the technically inclined, i have cards with both the clockwork mod bootloader for the nook hd and the magiclantern firmware for my canon eos 5d ii on the same card. i can pull it from the nook, shoot pictures with the camera, and look at the results on the nook by just pulling the card out of one device and placing it in the other. this should be possible with any sdxc sdhc card, but it turns out that the samsung uhs1 is the only card i've found that works reliably. some cards won't boot because they're too slow too finicky, but all my samsung uhs1s work great the 64gb will not boot in the nook, but no 64gb card will .i keep my eyes open for price drops on these cards because they've performed so well for me. samsung also has a newer, faster card, but its price point hovers somewhere north of 34 prohibitive 34 so i still stick with these. and that's good news regardless because as the new card increases its market share, these should drop even further in price."", ""buying two of the 32gb cards is even cheaper than buying one 64gb, too. it's a really is a solid value."", 'i would have gone for the 64gb, but they are still a little pricey. this one works fine for now. i have my entire cd music collection on the one card.', 'got a defective memory card. showed only 1 gb instead of the 64 gb. returned it for a replacement and never got the replacement! got my money back and went to walmart.']"
55,amazon price is good. never again will buy cheap for 'a memory card' amazon is a good quality card.,"[""i purchased this card for my parent's asus transformer tablet as a christmas gift. it installed with no issues and they love it. i made the mistake of buying a no name sd card for my tablet motorola xoom previously and had to return it as my tablet didn't recognize it. the sandisk brand is excellent quality. i guess it just goes to show you, you get what you pay for. the amazon price is good. never again will buy cheap for a memory card."", 'not sure what the point is of reviewing a stanard 32g memory card. purchased for a tablet and works fine.', ""it was exactly the memory card i ordered. i tested it using the adapter that came with it by plugging it into my computer. worked great.i replaced the 8 gb card already in my new tablet a month old with the new 32gb card and everything ground to a halt. waiting a long time made no difference.the maximum card size for my tablet is 32gb. i guess for now it's just an ornament. that's why it was the unexpected. that's why it only got 4 stars.update the memory card may not be at fault."", ""my fiance has had this in his tablet for almost a year now without a single issue. i feel that it's one of the best quality memory cards we've ever had. make sure you get the retail packaging and not the 34 frustration free. 34 the retail packaging only requires one quick clip of the scissors and it's worth it to get one that is sealed in a package and not at risk to be damaged."", ""bought it for my tablet. its worth it to pay a couple bucks more for quality instead of trying to seek out the rock bottom priced bargain sometimes. there's a lot of counterfeit cards out there but you don't have to worry about being suckered like that when you buy a sandisk or other quality name brand memory card.""]"
56,blackberry z10 holds all of her music from itunes and her most precious pictures.,"['reliably turns my blackberry into a jukebox full of music video files no buffering or stuttering to catch up', 'i bought this for use in my blackberry z10. it works great for me as i hold all of my music from itunes and my most precious pictures of my wife and kids.no problems whatsoever with my z10', ""works great in my blackberry z10. holds all i need and it is fast. i really wish there was more to say, but i can't think of anything. no cons."", ""i've been using this in my blackberry z10 for movies, music pictures for the past few months without issue. quick response, no lag or compatibility issues.""]"
57,"i bought this for the expandable memory in my galaxy note 2. it works perfectly without any issues, it is plug and play, no format required, at least with jellybean.","['i bought this for my samsung galaxy s3 to expand the memory. best money i could have spent. no issues, works as it should. fast shipping, great packaging. worth every penny.', 'i bought this to expand the memory in my htc evo 4g lte phone. works great and the adapter is a nice touch.', 'works as expected. this product has added 32gb memory to my samsung galaxy s3. love it. it adds so much more memory to your device.', 'bought this for extended memory in a galaxy s iii. great price. easy to install and the phone recognized it instantly. does what its supposed to do.', 'i bought this for the expandable memory in my galaxy note 2, and it works perfectly without any issues. it is plug and play, no format required, at least with jellybean.']"
58,samsung 64gig card has met my requirements. one for my wife's phone and one on my phone - a c10 card for her galaxy note 1 e.g.,"['i was better off with my 32gig card. this thing was nothing but problems. the phone does not see it half the time and it is slow. the phone keeps asking to re format it. i got it to see the card after a reboot. it is still slow.i will be buying the samsung 64gig card for my samsung galaxy note 1. i have seen good things from samsung.', ""this card has met my requirements. i wanted a 32 gb card with an adapter and i wanted the faster card and it is a c10. it worked out of the box with no problem. i bought 2 of them at the same time, one for mine and one for my wife's smartphone samsung galaxy centura. i am satisfied with both of them.""]"
59,samsung galaxy note 10.1 is supposed to use it! thanks amazon! keep it in the package!,"[""a few months ago i purchased a samsung galaxy 10.1 note. it was my very first tablet. i didn't know much about them, a friend told me i need one. i couldn't do without it now. i was having issues with the storage, and was told i needed a sd card, and this was the one i was recommended because it had the most storage.i managed to put the in myself after watching a video on youtube. my friend told me to downloaded app manager from play store, which i did and after clicking on app manager to open it, i successfully transferred all my apps to the sd card. i checked in settings, now i'm happy because i have tons of room for other things.i've had it a couple of weeks now, even though i've added several more apps and my bookmarks etc, i still have no storage problems. i was told that this card is the best, i have no complaints, it's doing a great job. i'm glad i didn't go for a cheaper version."", ""i got this to expand the memory storage in my samsung galaxy note 10.1. the tablet and paperwork claim to support up to 32gb, but other reviews for these cards and the note 10.1 said that a 64gb worked just fine. and work just fine it does.i store mostly music on here, as i've got over 22gb worth of music, which would have taken up most of the 32gb built in to the tablet. i also use my tablet for sheet music, so i needed to have the capability to have all that on there, too. so this was my best solution, and so far it's worked wonderfully.and, on top of that, it came with a microsd card to sd card adapter, making file transfers even easier. overall, i would highly, highly recommend this product!"", ""got two of these one for our samsung galaxy note 10.1 tablet and one for my samsung galaxy note ii cell phone. both devices had no problem recognizing the new 64gb cards. couldn't be any easier to use. nice to have a large amount of storage on both devices. the easy to open packaging was a real treat. i did not use the adapters as i just connect my phone and tablet to my laptop via usb to transfer music, photos and music."", ""i finally took the plunge and got this guy. i was worried it wouldn't work with my samsung galaxy tab 2 10.1. after reading some of the reviews how people 'got it working', i finally decided to give it a try.first of all, i want to say there was no 'getting it to work'. i put it in and it recognized it immediately. i didn't have to pre format it or do anything hokey with it. i used the tablet to format it anyways there might be some optimization things that can happen , but it work! now, i can load all my songs and movies onto one card as opposed to keeping them on two and swapping between them.hey samsung, why don't you make a tablet that holds more than one microsd card? i'd buy it. update i bought another one to go in my galaxy s5 for 40. even though the 128gb will work in the phone, i couldn't see paying literally 3x more for only twice the memory. so these work great!"", ""the size of a finger nail ! the little too easy to lose 64gb card plugged in so easy ! so quick ! in the samsung galaxy note 10.1 ! with out the adapter ! did it help ? still too new at this ! only required 32gb ! overkill ? price too close not to get it ! hope that it helps ! galaxy note phone is supposed to use it ! thanks amazon ! oh ! this is so tiny ! keep it in the package ! until you need it ! and keep that package some place where it can't be lost ! it is just too cute ! thanks again ! cute ! cute ! cute !""]"
60,the 64gb sd card is the max compatible with the devices i have. the ultrabooks or the galaxy galaxy are available in the us if you are looking for storage storage in your area - or in storage for the superbooks!,"[""when you buy a memory card, what are you looking for? additional storage, higher transfer rates, and good prices. this card is often on amazon's lightning deals and this is the second one i purchased! i use it in my nokia 808, which is my phone and camera. storing 41mp photos needs a speedy drive, and this one really works wonders! the additional space is also great for storage! the second one i bought for my laptop, it just stays in there in lieu of an ssd because my laptop only has an 80gb internal drive. if it were possible, i would definitely install windows to it, but this laptop will not boot from a memory card.bottom line need space? problem solved, 64gb is currently the max you can get.need faster transfer rates? for a microsd card, it's about as fast as you can get and if you can get faster, it'll cost a lot more cost? well, wait for a lightning deal if it's too much, but the current price really is not bad.5 stars.additionally, the sd adapter works perfectly! including the little lock switch to make it read only if you want."", ""best 64 gigs of micro sd out there. no lag accessing data for the smartphone, acts like the phone's own internal storage and is indistinguishable from it. the integrity of the data is well preserved."", ""this san disk micro sdhc is perfect for today's small electronics that need extra storage, such as smartphones, tablets, and cameras, etc. i've purchased several of these and this brand version, is among the best. while amazon usually has great prices on these, make sure you check out sales, especially at radio shack, which often beat all others. no, they don't pay me i just like to pass along info on good deals when i spot them. fyi radio shack's sale prices on no contract smartphones are usually tops as well. i bought my virgin mobile samsung s2 from them and am loving this phone!back to the memory card, it's so nice to have android products that take these to expand memory, something the i guys could really take a lesson in. and if you don't think you'll need the expanded memory, trust me, with photo taking and all the goodies you can get, you'll want it over time.as one person commented, yes, this memory card comes in various sizes, including the 32gb version i also purchased, which is the max compatible with the devices i have, although 64gb is also available for the latest tech. all this is amazing to this old timer, whose first desktop pc hard drive had only 500mb storage!"", ""the only company capable of making a reliable micro sd at 64 gigs. in all reality they are the only company capable of making a fully reliable sd card period, of any size and type. despite the galaxy phone issues, this card has excellent read spead, format speed, and decent write speed. i upgraded from my 32gig sandisk that i paid a mere 20 bucks for! in my smart phone to this and had absolutely no issues.as a complete side note, i'm amazed at the capability to fit 64 gigs on a micro sd. i love it. my friend runs a tiny homemade built pc off of a 16 gig sandisk as the harddrive and it works brilliantly."", 'price of micro sd per gb is much lower compared to a few years ago.works fine with lg g2x and galaxy note 2.with all the new phones with more than 6m pixels and 1080p video, your internal storage is going to dry out very fast. external micro sd is definitely a must.4gb and 8 gb are running out very fast . 32gb is definitely a welcome especially if you buy it during the sale pro 1. bought this during sale under 25 usd.2. class 10 fastest for now 3. trusted brand sandiskcons none.', 'i purchased this micro sd card with adapter to supplement my ultrabook which came with a msata storage of only 128gb.the 64 gb sd card is a whole lot of storage and the prices of these have fallen to low in recent times and believe will fall further as newer technologies will come.i would recommend this 64gb original sandisk micro sd card for anyone who needs large storage space at good prices, especially for the samsung galaxy s2 s3 or the ultrabooks.']"
61,"great value for extra storage on cell phones. adapter included with memory disk allows easy interface with standard computer card reader interfaces. a must for any device when u need extra space, adapters allow easy transfer of info such as pictures, music or documents very small size and huge capacity.","['great value for extra storage on cell phones. adapter included with memory disk allows easy interface with standard computer card reader interfaces.', 'a must for any device when u need extra space, adapter allows easy transfer of info such as pictures, music or documents', 'very small size and huge capacity.just what i was expecting to my cell phone.also, i can use the adapter to download the information directly to my computer.', 'this is exactly what i need.plenty space for just about anything.works on computers laptops, psps w adapter, cameras, camcorders, etc.', 'i have plenty of space for my pics and songs that i store on my sd card. the adaptor helps in easy transfer to my laptop.']"
62,micro sd card has 20 gb of videos on the card. it is a perfect fit and functions flawlessly - it features 20 videos and 20 video clips on it. i bought this card for my pocket camera.,"['i bought this micro sd card for my samsung pocket camera.i was amazed at how much storage i could shoot video in hd 1080 on such a tiny card.so far it is performing nicely.', 'i put 20 gb of videos on this micro sd card and it is a perfect fit and functions flawlessly.']"
63,the 16g storage can be sufficient for 'a short program' the 720p and 1080p video was good for the quality.,"['above average speed and perfect for the photographer needing ample file space. can easily be used as a micro or sd card in different format cameras. fair pricing.cons none', ""i wanted a good quality micro sd for video recording my nephew's wedding. this was more than enough storage for a couple hours of mixed 720p and 1080p recording with plenty of room to spare. video looked good for the quality of video cam."", 'great micro sd high speed card for digital photography i use in sony hdr cx160 . the 16g storage can be sufficient for a short program.']"
