cluster_id,summary,original_reviews
69,"very good for information or photo storage in a small device, i have 2 so far for different computers and is great. love it planty of space for my pictures and videos and more very small and can be used in other items.","['very good for information or photo storage in a small device, i have 2 so far for different computers and is great.', 'love it planty of space for my pictures and videos and more very small and can be use in other items']"
70,microsd cards are so dang small and the slots are spring loaded. they're so small they are easy to lose if they get any smaller we will start inhaling them by accident when we sneeze or something.,"['these are great little cards and are very fast. the only thing i hate about microsd is that they are so dang small and the slots are spring loaded. i have lost a couple from them shooting across the room.', ""what can i say its a memory card. it remembers what its supposed to. at least it remembers as well or better than i do.only problem i have with these micro sd cards is they're so small they're easy to lose. if these things get any smaller we will start inhaling them by accident when we sneeze or something."", 'now who would have thought one day a memory card would be so small that its so easy to lose.i bought this microsd card to run openbsd on my beagle bone black ...']"
71,you need a phone root if you're using your external card. i'll go there is an option to swap your internal card for external memory - swap it for internal memory.,"[""not as fast as advertised most of the time, actually slowed down my note 3 when i filled it with movies leaving only about 8gb free, switched to a faster card due to that, but it could also be the phones fault. all in all it's a good card with good speed and size for the money."", ""this works on my phone and is amazing, however it seems to transfer pretty slowly. i move a lot of music and movies on and off my phone so it can be annoying. i'm not sure if my phone or this card is the weak link though. i have note 2.anyways, it was cheap and it works, that is all that matters. buy it!!!"", '...then class 6 cards on samsung galaxy note. with class 6 cards i had some minor speed issues, but with this one they are gone.', 'i wished it came with some sort of usb converter so i can transfer files faster to my pc. i am using a samsung galaxy note 2 and file transfer speed is mediocre.', ""i bough it because it said it was fast, but not. i'm only getting 13mb s with an galaxy note ii a very fast an excellent phone."", 'the extra room on my phone is great but ive noticed since installing it that its a lil slow when transferring files from my phone to the card, its not like im sitting there forever but its a noticeable difference between my old card and this one', 'i thought every app could be transferred into the sd card but no. the description said that i would speed up the device a little but i think it got slower, i have samsung device and its not faster at all and not improving it also. i love this sd card i realy do recommend it. but there are some pitty partsnto it. still love it', ""my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening."", ""i really don't know what to think about this i got it thinking it would solve my memory problems but that's not the case turns out you can only put certain things on this and of course none of the thingsthat are eating up your memory on.your will go there is a way to swap your internal memory for your external card but it's not easy and you have to root your phone""]"
72,i use this in my phone and transfer information back an forth from phone to laptop. came with sd card converter so he was able to transfer data from my old card using my laptop. the extra space available for photos and videos.,"['i use this in my phone and transfer information back an forth from phone to laptop. great for holding lots of items. have no problems with it and will probably get another or larger size', 'great addition to my phone, came with sd card converter so i was able to transfer data from my old card using my laptop. have had no issues and i love all the extra space available for photos and videos.']"
73,sandisk 16gg micro hd is running fine and is not compatible with motorola raza rafael's tv resale. the 64gb microsd card is operating fine - but it will act up if it continues to work up the memory of the phone,"['i just received my card, it is the class 10 64gb with the correct serial sdsdqua 064g a11a. i received it in an unopened sandisk packaging. i am going to use it on my htc rezound, i hope it works. from what i have read, it will work after reformatting the disk. i will update this review if i have any issues using it, if not, my rating will remain unchanged...', ""i purhased this thinking i was getting an amazing deal. the price was right, the product was not. after a few months i am unable to delete or add files, pics or music to this microsd card. i am only using 28gb of space on it. i cannot add anything, nor delete anything, it won't even allow me to format it and start fresh. i am not happy with this product and extremely disappointed. i use my phone a lot and store music and pictures on my phone for various purposes. i would recommend buying another 64gb microsd card. one that is more reliable."", 'i purchased a 64gb samsung sd card to expand the memory of the phone.however, i frequently get a message that the card has been removed or is recovering.sometimes the problem clears itself, other times i have to reboot the phone.it also says mtp application will restart to prepare sd card . it then starts listing the restarting recovering sd card.i eventually replaced it with a sandisk 16gb microsd hd card from walmart and it is operating fine.i have been reading a lot about people having issues with the 64gb sandisk cards and the galaxy s4.i wish i had done more research before wasting 50 on what i thought was a good buy!', ""i have a 4gb and an 8gb micro sd card so i finally had to upgrade since i was getting close to filling up both cards. the micro sd arrived a week before so i do recommend these guys.update so for some reason the sd card wants to be dumb and work and not work with my phone motorola razr m . now i know it's not the phone because it works perfectly fine with the other sd cards i have. i haven't contacted the sellers yet, but probably will soon if it continues to act up.""]"
74,i am using it in my htc evo lte 4g phone hoping that it had uhs 1 capability. it's a class 10 so it saves pictures just as quickly. dont see any difference.,"[""it's a class 10 so it's pretty fast. i am using it in my htc evo lte 4g phone hoping that it had uhs 1 capability. it doesnt seem to so it's just a class 10."", 'i cannot gauge if its better or faster than a class 4 or 6. i use it in my mobile and it saves pictures just as quickly. dont see a difference. but it has advertised capacity and works ok.', 'stil not getting the write speed as i need, but considering the cost capacity speed it is a good card!', ""it's good, i liked it, works perfectly with my minidrive, but it's kind of slow, sometimes it doesn't reach the promised 10mb s."", ""it's a good capacity but the speed is slow that is almost 10m...but it's acceptable to me. i like it."", 'great storage for the price 60 1 per gb . the only draw back is that they are rather slow to write to.', 'it works great, good size good and good price. only giving it 4 stars because it is a 34 little 34 slow to write and read from but it is to be expected from an xc card with speeds up to 10mb s i believe.']"
75,"cheaping out on class 10 cards may result in your video recording devices to become unstable, or worse, corrupt data. if you get more than one like me, you might want to keep track of your videos and your data.","[""i own several video recording devices surveillance, car based dvr systems, etc. , and the sandisk class 10 cards always use class 10 cards when dealing with hd video are the only ones which survive these extreme environments.i have been using sandisk for years, and while i do admit to trying other great brands once in a while, i always come back to sandisk, and will stick with it.many non sandisk brand cards might advertise class 10 as well, but don't achieve the same writing speeds. in fact, cheaping out on these cards may result in your video recording devices to become unstable, or worse, corrupt data.highly recommended!"", ""i bought a bunch of these for many many hours use with hi res video cameras and every one has been fast and flawless.plus, if you get more than one like me, you might want a way to keep track of which is which. notice there is a small blank area in the red to the right of the sandisk name. you can write a number there with a fine tip marker. don't try that on one of those solid black chips!"", ""the scandisk 63 gb sdxc card is a geat value and i get hours of recording hd video with wonderful results. i prefer scandisk because they are reliable. setting up a video shoot with a client, spending hours recording and then calling my client to explain that i bought a cheap, unreliable card that failed... and now i have to reschedule a re shootand the project will have a late delivery... just isn't smart. i must have reliability and scandisk delivers!""]"
76,the size of the disc is so small it is hard to believe so much memory can be stored in so tiny chips. it holds lots of video memory if you want to remember where you place it.,"[""this item is great! i can't believe how small it is. imagine 64gb this size back in the 70's when they had whole buildings full of computers that couldn't pack this much space! great item."", 'it is amazing how much storage they can fit into such a small form factorremember 1.5 mb floppy disks ?heck this thing is soooo small you might lose itits like pinky nail size smalland holds 64 gb ! awesome', 'it does what it is made to do. it is hard to believe so much memory can be stored in such a small chip.', 'holds lots of video memory. small, compact and convenience for travel. due to the small size need to remember where you place it.', ""my computer couldn't tell the difference, or at least not noticeable to me. i needed the extra space. thanks for having a great product with a great price!"", ""a reliable brand name produce giving me lots of storage for music, videos and pictures. it's so tiny. no one in say 1950 would believe what it does."", 'it is amazing how much you can hold on such a tiny disc. technology is amazing and this is way cheaper than in the stores.', ""i can't believe 32gb fits in such a small space. it blows my mind. my first computer only had half a gb for a hard drive and was the size of a book. what is this sorcery!?!"", ""it's unreal that 64 gb of data fit in this small of a memory card. not too long ago this was considered futuristic."", 'i have it more then half of year now and still can not believe how they manage to fit 64gb on that small piece of plastic..', 'it worked for a gopro so what more to say except i wonder how they can fit 64 gigs on such a small chip. amazing.']"
77,"the tiny marvel is so small that you may lose it if you drop it during handling. but with 16 gb capacity, you won't be handling it often. this is just great.","[""this tiny marvel does what it claims. the only possible problem is that it is so small that you may lose it if you happen to drop it during handling. but with 16 gb capacity, you won't be handling it often."", ""it is extremely small. so small in fact, that it could easily get lost. so i recommend that once it's in, you leave it in. but it's a great idea, to allow the camera's, phone's or any other device to be that much smaller. i've only had it for a short while, but so far so good."", ""it was good until i lost it in the house. i think they should put a big ass light on it so i won't loose it."", 'this is just great. but the damned thing is really small. i had one before but i put it down and lost it for good.', 'it worked well that one time i put some files on it. it was easily read by my computer and phone. then i lost it because it was so tiny. oh well!']"
78,sandisk ultra 32 gb microsdhc c10 uhs1 memory card is a great choice. the adapter works perfectly as well as the thumb drives and thumb drive are excellent - the i will post again if any issues arise.,"[""sandisk makes great products and this one's just another of them. i'm using it in a vehicle dash camera to record hd .mov format video and on my shakedown run the camera and the disc worked perfectly together! 32gb of space gives me plenty of room to record, and the class 10 rating means the card is plenty fast enough to keep up and produce crisp and clear video. color was also good."", ""bought both this and a similar transcend premium 300x 32 gb microsdhc class 10 uhs for a couple of g1wh dash cams. both work well with the cameras. the key is you need cards compliant with uhs 1 or better. look for the u with a 1 or a 3 inside it on the card for these cameras. the transcend is rated slightly faster but the cameras seem to like either equally well. when i purchased this transcend and the sandisk were within pennies of each other, so aside from slight price and speed differences, there's not much to recommend one over the other. and so long as you get at least a uhs 1 card, the same can be said for other manufacturers such as g.skill, kingston, or others."", ""i bought this card for my car's windshield mounted 1080p dash camera. when my cam arrived i just inserted a 16gb card that i had on hand. it is a 'type 6' and i didn't realize that it could degrade the cam's performance. after reading in an online forum that 34 any video or photo application will benefit greatly from a 'type 10' memory card 34 , i ordered the sandisk 16gb type 10 micro sd card. wow! what a difference! the stuttering video that i thought was just inherent to the camera itself is now gone. i believe the color rendition is better as well.this card was by far the best price of any supplier. it arrived quickly and solved a problem that i wasn't even sure i had."", 'this is being used in a mobius action camera 1080p hd mini sports cam dash cam daily so the opportunity for failure or problems would be readily apparent. it has really delivered as promised. speed and reliability are great. the adapter works perfectly as well. i have several other sandisk products including sd cards, thumb drives and an ssd and all have been terrific.so far i can highly recommend the sandisk ultra 32 gb microsdhc c10 uhs1 memory card. i will post again if any issues arise.']"
79,dashcam hasn't quit on me and is pleased to have it sorted out for me. so far it's been working well in an extremely demanding capacity - i bought the card for my finevu cr 500hd Dash cam.,"[""i have a dashcam. it didn't come with a memory card so i got this.this card has been working well in a fairly demanding capacity. that's because like the way most drivers use dashcams, i've got mine set to 10 minute loops. that means new data is being written over and over again on this card. so far the card hasn't quit on me and i'm pleased."", 'bought these for my finevu cr 500hd dash cam, my cam cannot take cards greater than 32gb and found this to be the most consistently performing card for my use.i now get almost double the recording content vs. the 16gb card that came with the dash cam. if you need a card with no maintenance and performs with no issues, this is the card to get.', 'i just bought a 1080 p dash cam and i needed the best and fastest memory to get the best quality pictures. i did my homework and as i thought scandisk ultra came out far above everything else out there.if you want the best and fastest memory with the highest quality on the market then get scandisk ultra !']"
80,samsung skyrocket and note 2 android phones are formatted for exfat. android will need the memory card to format it in fat 32. the card works well in both my lg optimus and my galaxy note 10.1 tablet.,"['i have both the samsung skyrocket and note 2 android phones and this card works great. mine came formatted for exfat. android will need it formatted in fat 32. to do this use the format function built into the phone. after the format it works great!', 'the memory card works well in both my lg optimus l9 yes!! as well as my galaxy note 10.1 tablet. the card worked native on the note but i had to reformat it to work with my phone reformatting on the phone itself . it has the correct capacity and seems the correct speed.']"
81,"it works fine in my verizon galaxy s3 but has to be formated to fat32. also works in a canon ixus 80. it may find it, but you will only be able to use 32gb...that's why the phone supports exfat.","['it works fine in my verizon galaxy s3 but has to be formated to fat32. also works in my canon ixus 80.', ""i run this in my samsung galaxy ii. works like a champ and it's really fast. unless your phone supports exfat this is as big as you can go. it might find it, but you will only be able to use 32gb...that's why the file system is called fat32."", 'i bought this for my galaxy s4. you need to reformat it to fat32 32kb cluster size to fully take advantage of it in the phone but once you do it works great. i copied everything from my ipod about 40gb to it and now i can stop carrying 2 devices around.', 'great write speed and lots of space! i bought this for my galaxy s3 and formatted to fat32 and it works great!', 'formated to fat32 using easy partition home edition free on the web and it works on both my samsung galaxy s ii phone and asus tf101 tabletam gonna buy another one so each can have one', 'works great in my compatible device but if you think you can reformat to fat32 and us in an older device only designed for 32gb you will likely experience excess battery drain even if you think it is working fine to start with.', ""i reformatted to fat32, transferred all the files from my old phone, put this in my galaxy s3, and have hardly thought about it since. it's huge and just works reliably."", 'had to format on my computer because i wanted to use with aokp and needed to get fat32, but once done the performance has been excellent', 'i reformatted it in disk utility on my mac so that is fat32. and it works very well in my device nokia n900 .']"
82,the camera came with a 4 g card which he filled in just over an hour at the local kart track. the card is quite capable of any photographic or video need up to full hd not 2k or 4k. it is constantly overwritten every 3 days with the oldest event and it has not failed yet.,"[""it is so hard to imagine that you can have 32 gb is something smaller than a postage stamp, yet here it is.i bought this card to work with my call of duty ghosts tactical camera and it works perfectly. the camera came with a 4 g card which i filled in just over an hour at the local kart track. i missed the last bit of our race due to insufficient capacity. the battery was still going strong so i needed more card for recording my adventures.this card fits the bill nicely.as a uhs speed class 1 roughly equiv class 10 card this sd card is quite capable of any photographic or video need up to full hd not 2k or 4k . i use a similar card in my canon 60d and am able to hold around 700 raw images, and a few hours of hd video.here are some benchmarks for comparison including this card.macbook pro retina ssd430 mb s write323 mb s readgeneric class 6 4gb came with ghost camera 9.8 mb s write21 mb s readsandisk extreme class 10 8gb21 mb s write23 mb s readthis card san disk ultra uhc 112 mb s write45 mb s readwhat does this mean? it means that you should have no trouble recording hd video reliably with this card. your camera will be able to save pictures quickly to this card so it is ready to take the next shot. if you fill the card completely it will take roughly 12 minutes to copy all the data off of the card, assuming the device you are copying to can keep up.the tests were done in the built in sd card drive of the macbook pro using the included sd card adapter.based on my tests, i would say that if you don't really need a micro sd, then you should buy a standard sd card, your performance might be better and the price should be lower. however, if you think you need or might need a micro sd down the road, this is a suitable solution."", ""whether i'm on vacation or just taking photos and videos around the house i don't trust any other memory cards to keep all my memories. i bought this card mainly for my contour roam 2 helmet cam, but i've been using sandisk compact flash cards in my canon dslr and sandisk sd cards in my panasonic hmc40 video camera and i've never had a single problem. they don't fail, i've never had a file corrupted, they've survived x rays at the airport and extreme weather conditions. sometimes i'm tempted with the prices of other memory cards but in the end i go with the sandisk for that warm and fuzzy feeling of knowing all my photos and videos will be perfectly safe."", ""i use a sony camera with fairly high megapixels per picture. i also tend to snap many shots in a row. so the buffering speed of cards like this is important. on a recent trip abroad, during which i took 3000 pictures...sometimes using the panorama function...i never ran into any processing delays. the camera and card let me just keep snapping. cards like this are noticed only if they don't perform. they are otherwise just 34 there, 34 which is a good thing. this one seems to perform. obviously, not a technical evaluation, just a layman's assessment after using this card for a while."", ""this is the minimum speed class you want for video recording. there are faster ones, but this does the job and the value is good. make sure to check and see if the camera you are putting this in can take a card of this capacity. seems odd but some don't use a card of more than 32gb, so check first. also check web sites for firmware updates. many cameras did not take these at first but do now. what more can you say about a commodity like memory, get it and store stuff like crazy. to be fair at 1080p this will hold an insane amount of video and images, more than you are likely to shoot on a 2 week trip, but you can always use the extra space as storage and maybe this format will work in your new 4k camera you will need 65gb then for sure..."", ""if you use one of the larger mp taking camera 12 14 16 etc you need this card. taking photos on those kinds of cameras really chews up the smaller mp cards. don't go on vacation without at least 1 of these babies, or you'll be having to carry lots of cards and probably end up losing one and your memories."", ""i'm using this 32 gb micro sandisk ultra to record 1080p video to a blackbox recorder in my car. i just popped it in and it worked. the adapter that came with it makes it easy to offload video to the macbook. it appears to keep up with 1080p video very well. i've never missed a frame of audio or video. it is constantly overwritten every 3 days with the oldest event and it has not failed yet. been using it for a couple of months now. seller mailed it usps and it arrived in 3 days."", 'this chip holds way more than i would normally need but we were going on a three week trip and potentially taking about a million fotos. if you need a large capacity this card was fast for the writes and reads for all the fotos i took. the largest fotos were in the 10 12 mb range but most were 5 7 mb.and there were at least 15000 shots, some were absolute crap but that is the great thing about digifotos, the film is cheap.i bought mine here for 50.47, and that is still a good price i think for the ability to capture so many fotos and videos and data if you wish .', 'got this micro data card for a digital camera that shoots in hd. it came with a class 4 card but the video clips were blocky. i had a class 6 and tested it in the camera with some improvement and at the advice of youtuber techmoan this guy does the best tech reviews on the web i ordered this class 10 card. it solved the blocky issue and is a great value for the money.']"
83,the 64gb version does not seem as reliable as the lower versions. the storage works for my phone but when you install it into the sd card only reader it doesn't read the car.,"['the 64gb version does not seem as reliable as the lower gb versions. i have had to reformat this card twice .. a real nuisance. when its working .. it does well.', 'works great. only problem is that if i put the card in a multi car reader it does not read the car. has to be put in a sd card only reader to work and be read by computer', ""the storage works for my phone but when you install the storage into the sd adapter, my computer doesn't read the data."", 'i like how this micro sd card is formated.my tablet wont read it though.i dont know whats wrong.']"
84,"the card and a replacement card did not work with my gopro hero 3 black edition. this has issues with goPro, do not use it, so i bought the samsung memory card instead.","[""i can't give that much feedback on this because i ended up returning it. i was looking for the ideal memory mircosd card for a gopro and found a better model. i did end up filming one event on this card, and it did pretty good. it did end up lagging after some time though, just briefly."", 'i was afraid to buy it for so many comments saying it doesn 8217 t work with hero3 at high resolutions video, but it was not my case.', ""not ok with gopro hero 3 black edition. the speed of this card is below other brands' class 10 standard. when i use this card with gopro and pro tune on, it will stop recording after 20 mins or so. i already returned this item and bought the samsung class 10 memory card instead."", ""these have issues with gopro, do not use. the transfer speed is inaccurate, and gopro has even admitted it doesn't support this."", 'some reason this card and a replacement card did not work with my gopro hero 3 .....therefore i could only give the card a 3 instead of a 5......ive also read that many people are having the same problem with all brands of micro sd 64 gb cards.']"
85,64gb cards have been causing problems with the gopro hero 3. it can cause the card to stop recording mid recording if used at the highest resolutions and frame rates.,"['great card but have had some issues with my gopro 3 with this one. maybe a firmware update will help my situation.', ""called gopro they recommended this specific card. they said the 64gb cards have been causing problems. you can run your gopro hero3 with 2x batteries attached to it, and you still won't fill up this card even on hd video .i went on a 2 week surf voyage across hawaii and 2 of these badboys documented my whole trip!"", 'used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card.', 'there are a lot of reports about 64gb cards not working in the gopro hero 3. the 32gb works great for me.', 'as the title says, it can cause your gopro hero 3 to stop recording mid recording if used at the highest resolutions and frame rates.']"
86,"nmicro technology was not the same as the first, but at first the card was defective. a quick online chat with sandisk and two weeks later he had 'a new working device'","['card is good. i ordered one before and it performs as one would expect, so i ordered another. it took much longer to attempt get the second one so i wrote and got a refund. seller, nmicro technology, was not the same as the first.', 'i bought this item and at first the card was defective however a quick online chat with sandisk and two weeks later i had a new working device. not much to say other than a great product and company. definitely recommend.']"
87,i bought three of these together with the sd and couldn't find any better pricing than these. it will come in handy and that's the lowest price he've ever seen. thanks for the great product.,"['i purchase three of these and they work great, and were almost half the local price. if you need a reliable high speed micro sd card, this is for you.', ""bought these together with the sd and couldn't found any better pricing than these. just don't know where i will be using it for but it will come in handy and that's lowest price i've ever seen....thanks for the great product .....""]"
88,sundisk memory card stores all my cell contacts and leaves much space to store any apps or programs he wants.,"['i bought this sundisk memory card for my knew cellphone and it is fantastic, it stores all my cell contacts and leave much space to store any apps or programs i want, i recommend it with all my hurt.', 'we need lots of room in the memory card. i think there is plenty in this card and san disk always hss a great product.', 'fast little memory card. affordable, good quality. will be quadrupling my storage space on my device. i never seem to have enough of these', 'i bought this memory card because i love to have a lot space in my fhone o or computer and seems to work very well i love it. i recommend this product!', 'again just what you need to get those shots. you can never have enough memory cards. really glad i was able to get one', 'same as i wrote for all other cards by sandiskgood qualityworks well for long timea must for extra photos and songs in your cellphone']"
89,the phone specs say that it only supports up to 32gb. it has worked perfectly and has 59.7 gg of usable space on this little guy - i have been using it for 3 weeks and it is working perfectly.,"['very satisfied with the speed and the space on this little guy.note you need to format this on a cellphone that can be capable of using micro sd xc or on a card reader that is compatible with sd xc because if you do not do that you will only see it as a 32gb. i got a couple of errors because i had formatted first on a computer with a sd hc reader not xc. but now it is working fine.', 'there is a lot of conflicting info on the we about whether cards larger than 32gb work in this phone. the phone specs say that it only supports up to 32gb. i put it in, formatted it and got 59.7 gb of usable space, which is exactly what you would expect. i have been using it for 3 weeks now and it has worked perfectly. good price too.']"
90,"if price is double, then it goes straight to my shopping cart. otherwise it will remain in my wish list.","['one of the best memory card out there! will look forward to purchasing items again! will get the 64 next...', 'i would recommend this item to anyone looking to upgrade to a 64gb memory card whether for your phone or camera.', 'if price is also double of 64 gb card, then it goes straight to my shopping cart. otherwise it will remain in my wish list.', 'nice deal on the 64gb mirosd card. these are ideal for cellphones and the storage space is immense for those like me that need it. just wish the price was lower for the 128gb ones.']"
91,san disk is a pretty reliable brand as you won't be able to go wrong with it. it's fast for any hd 1080p video recording or dslr camera.,"[""comes with a nice little adapter for your microsdhc so you can use it as a normal size sd card also. pretty neat.considering for the price at 24 for 32gb is pretty reasonable class 10 is fast for any hd 1080p video recording or dslr camera.i bought this for myself to use with the gopro 3. taking picture videos working great as it didn't give anycorrupted files videos pictures yet. its working pretty good. san disk is a pretty reliable brand as you won't be able to go wrong with it."", ""no issues, plug and play.i have not run benchmarks, but i do store all of my camera and video data to the card. this includes a lot of high definition daily roads dashboard cam footage. there's no issues caching all of the temp video files, or storing the ones i opt to save due to the apparently speed and capacity of this card.the only con is the fact i waited so long to buy one.""]"
92,sandisk app test only provides 16mb second speed if used with phones and tablets... but it'll be faster than expected. i would like to give 5 but only adapter is bad on this - he's displeased with losing over 2g of space!,"[""it works, but file writes are a bit slower than expected on a usb3 reader.also, both reads and writes are faster with the card inside the standard size sd adapter 15 mb s vs 10 write 45 mb s vs 22 mb s read on the same card reader. can't figure why..."", ""i get about 3mb s, and the formatted capacity is closer to 27 gb. however the extra storage is very useful, it has some quirks. you can't move anything to the recycle bin. it doesn't work. you have to permanently delete it."", ""it may be that the internal sd slot of the 2012 mac book air is not too fast perhaps? i am very disappointed that i can only achieve 4 9 mb s of write read speed. makes me remember speeds of 5 years ago. again, this may be the computer's fault, but i am not too happy..."", 'i found the write bandwidth of this card is 15mb sec when transferring a steady stream dozens of gigabytes. the included full sized sdcard adapter appears to be slightly faster than my usb adapter. i tested by piping dev urandom through pv onto the card. read bandwidth appears to be 18.1 mb sec.', ""speed squeaks in at a bare minimum of a class 10. good for tablets and smartphones wouldn't recommend it for picture or video camera's"", 'disk works as expected, we rarely fill it up before purging contents.', 'sandisk has the name but in my experience the quality and speed is not there. my lexar lasted longer and outperformed this chip.', 'this ultra micro sd card is faster than the standard micro sd cards. however the adapter provided with the card is not good. data transfer was quicker when used with a different adapter than the one provided with the micro sd card', 'after a small preasure while trying to remove it from a device it got brokenalso, the i o speed is not amazing, even for a class 10', ""it works, fairly fast, definitely not 30mb s fast when copying off of it via a usb 3.0 adapter, and absolutely much slower when writing to it. but that's true about all of these memory cards, it's just some are worse than others."", 'good quality sd memory. the speed suggested is true for the read speed. the write speed is slower, around 15mb s.', ""i've used many others, and this is average. its in my son's android, and i don't really think the application its in right now is a the best way to determine its speed performance. otherwise it does what i want it to.the adapter will come in handy later."", ""i would like to give 5, but only adapter is bad on this. with adapter data transfer rate is very slow. that's why i gave less rating."", ""it isn't as fast as the class10 i used before, and the file structure only allows 29.7g free to put data on. i can see some loss, but i'm very displeased with losing over 2g of space! that's a big waste percentage."", 'had to give it 4 stars because when formatted it only provides 28gb. not as clean as i would have expected a sandisk product to be. especially a class 10 product.', 'it writes according to sandisk app test only with the speed of 16mb second. i have expected a little more than that.', 'slower than expected transfer rates when used with phones and tablets...i had expected higher transfer rates given the data class']"
93,gopro discontinued selling sandisk microsd cards on the website. the hero3 is a 32gb mss card that works perfectly with my hera3 black camera. it can be used to do minor edits right from the card.,"[""there were known issues with sandisk and gopro hero3 cameras. so much so that if you paid attention, you'd see that gopro discontinued selling sandisk microsd cards on gopro's website. good thing too, because gopro was totally over charging customers for microsd cards, and still are!having said all that, i'd like to share with you that the sandisk class 10 32gb microsd card works perfectly with my hero3 black camera.pros immediate recognition of microsd card by my computerimmediate recognition of microsd card by my hero3 and hero3 cameraclass 10 speed allows me to do minor edits right from the microsd card, even through usbclass 10 speed makes file transfers quick and painlesscons had trouble being recognized by my hero3 camera"", 'many have complained that the hero3 requires a high quality msd card. picked up this one for a great price on amazon, and have not had any issues with my camera freezing up or not recording as desired. transfer rates were as advertised. also loaded it at one point with 30 or so xvid movies for my daughters to watch on an asus epad transformer and it worked perfectly. highly recommend.']"
94,"sandisk is the best, really worth buy the top end class 10 microsd card. hawaii we play hard, and the gopro and a lone card have been working flawless at full 1080p60 video. the packaging was done well and shipping was not an issue.","[""i got this for the sports vue 360hd action camera. it works fine. it came with a converter to standard sdhc size format. i used that to transfer files from the video camera to my xp pro pc. it does fine. i left the card in its fat32 format and it works without a hitch. it's very small, so you must exercise care not to set it down or drop it and lose it. i'm happy with this item and would recommend it purchase it again. in fact, i purchased 2."", ""i didn't see this brand listed on the gopro website as one of the recommended cards but i've never had an issue with sandisk before so i gave it a try. it is a uhs1 card so it doesn't ever stop recording due to write errors. for the price, you can't beat the quality that comes with it. it also included a microsd to standard sd card adapter so that you don't need a different card reader if you have one for your old sd cards."", ""shop around, and you will be surprised how good of a deal this is.combine it with something else to get free shipping, and it's a low cost winner.technically speaking it works great, especially for a go pro camera which will benefit greatly from the enhanced storagecapacity.put it in a digital camera, and you won't need to worry about running out of space.just bought my second one, that's how much i like recommend it"", ""i operate a commercial whitewater rafting company and we buy these bulk whilst renting out gopro's and selling the footage along with the card to the customer. we've never had a bunk card or any problems whatsoever over about 40 cards so far. i was advised by my gopro rep to be sure to buy from a name brand 34 like sandisk 34 . the adapter is well appreciated by the customer, not only because most people don t have a port for the micro format, but also because microsd is so ridiculously small that its far too easy to lose.have and will buy again."", 'wow! fast memory card. i bought this for my new gopro hero 3. great performance for full hd video.shipping was fast, and nice communication on shipping and estimated arrival time.the sd card adaptor works perfect in my full sized sd reader built in my laptop.transfer speeds were blazing and read speeds are amazing.sandisk is the best, really worth buy the top end class 10 micro sd card.if you doing hd video this is the card for you. video is demanding, so youneed a sd card that can keep up.in hawaii we play hard, and the gopro and sandisk card have been working flawless at full 1080p60 video.', ""there isn't much more to be said.. first, there is the sandisk name, sandisk quality and sandisk speed. the packaging was done well and shipping was not an issue. as a professional for both video and photography, i've never had a sandisk product fail me. this unit was purchased specifically for my gopro hero 3 black, but could just as easily work in my canon 5d mk iii with an adapter in one of its dual slots.""]"
95,"gopro hero 3 black is a memory card that can store up to 9 hours of video time. the more memory, the better you store.","[""after i ordered my gopro hero 3 black i started searching for a good microsd card and everywhere i looked they wanted like 80for a 64gb and digging around on ebay get's retarded at times then by chance i found this one for 55 ttd and the performance is awesomei tell you all if you are in the market for a gopro hero3 black get this card to go with it you wont be sorry...."", ""you can't go wrong purchasing this memory card. the more memory, the more you can store. it is fast and reliable. on my gopro hero3 cam, one can store up to 9 hours of video time and lots of images. i never keep track because i have so much space. i've been able to store many videos and images on this memory card. i highly recommend the sandisk ultra!""]"
96,"i bought this class 10 sd card for my gopro hero 3 black. others have their hers 3 cameras froze 34, shut down 34 and write files that are not usable if you have a class 10, he recommends it to anyone needing the card.","['i bought this class 10 sd card for my gopro 3 black and it works great! i only recorded with 1080p 60fps with protunes and never had any problems. in the past in my gopro hero2 it was very picky with the sd card that you use. but so far this card works great. i do not trust the transfer speed test because there are so many factors that change the outcome card reader, usb version, hard drives, and etc .', ""i don't like micro sd cards, but it's a necessary evil to save space on the gopro hero 3 . i find that they are too easy to misplace and it's annoying having to keep the empty shell around when i need to transfer the data to my computer via the sd slot. that said, the class 10 speed is nice and i haven't had any real world data rate problems when shooting gopro footage even at the higher frame rates and resolution."", 'has worked flawlessly with my gopro hero 3 black since i placed it in the camera. purchased 2 top have on hand. others have their hero 3 cameras 34 freeze 34 , 34 shut down 34 , or write files that are not usable. i recommend this card to anyone needing a class 10 card that can handle the workload.half second timelapse, 2.7k hd video, 720p 120p video, not a problem for this card.']"
